Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
954	a	sp|O95861|BPNT1_HUMAN	O95861	BPNT1_HUMAN	BPNT1	308	14.00	Homo sapiens OX=9606	3'(2'),5'-bisphosphate nucleotidase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	1	0	7	5	0	11208231	8764432	     0			
955	a	sp|O95870|ABHGA_HUMAN	O95870	ABHGA_HUMAN	ABHD16A	558	6.50	Homo sapiens OX=9606	Phosphatidylserine lipase ABHD16A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	3691866	3691866	     0			tr|A0A0G2JJD3|A0A0G2JJD3_HUMAN
956	a	sp|O96000|NDUBA_HUMAN	O96000	NDUBA_HUMAN	NDUFB10	172	45.30	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 	1:Experimental evidence at protein level	1.0000	0.9990	8	12	4	0	43	11	0	137454152	95348175	     0			
957	a	sp|O96005|CLPT1_HUMAN	O96005	CLPT1_HUMAN	CLPTM1	669	11.80	Homo sapiens OX=9606	Cleft lip and palate transmembrane protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	6	6	0	6247317	6247317	     0			
958	a	sp|O96008|TOM40_HUMAN	O96008	TOM40_HUMAN	TOMM40	361	50.40	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM40 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	10	15	12	0	31	21	0	115646518	115646518	     0	1M(15.9949)		
959	a	sp|O96011|PX11B_HUMAN	O96011	PX11B_HUMAN	PEX11B	259	31.30	Homo sapiens OX=9606	Peroxisomal membrane protein 11B 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	9	9	0	18867756	18867756	     0			
960	a	sp|O96019|ACL6A_HUMAN	O96019	ACL6A_HUMAN	ACTL6A	429	16.80	Homo sapiens OX=9606	Actin-like protein 6A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	0	1	1	0	1498551	1498551	     0			
961	a	sp|P00167|CYB5_HUMAN	P00167	CYB5_HUMAN	CYB5A	134	56.00	Homo sapiens	Cytochrome b5 	1:Experimental evidence at protein level	1.0000	0.9990	7	12	12	0	37	37	0	91836922	91836922	     0	N-term(42.0106)		
962	a	sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	47.60	Homo sapiens OX=9606	L-lactate dehydrogenase A chain 	1:Experimental evidence at protein level	1.0000	0.9990	18	27	12	0	91	46	0	750097104	496514792	     0	7M(15.9949)		
963	g	sp|P43353|AL3B1_HUMAN	P43353	AL3B1_HUMAN	ALDH3B1	468	5.60	Homo sapiens OX=9606	Aldehyde dehydrogenase family 3 member B1 	1:Experimental evidence at protein level	0.9996	0.9990	3	4	1	0	12	1	0	228790376	587937	     0			
963	b	sp|P30838|AL3A1_HUMAN	P30838	AL3A1_HUMAN	ALDH3A1	453	42.60	Homo sapiens OX=9606	Aldehyde dehydrogenase, dimeric NADP-preferring 	1:Experimental evidence at protein level	1.0000	0.9990	21	32	0	0	76	0	0	251360820	     0	     0			
963	a	sp|P00352|AL1A1_HUMAN	P00352	AL1A1_HUMAN	ALDH1A1	501	51.50	Homo sapiens OX=9606	Retinal dehydrogenase 1 	1:Experimental evidence at protein level	1.0000	0.9990	26	36	27	0	136	109	0	507656736	384951688	     0	16M(15.9949)		
963	d	sp|P51648|AL3A2_HUMAN	P51648	AL3A2_HUMAN	ALDH3A2	485	34.60	Homo sapiens OX=9606	Aldehyde dehydrogenase family 3 member A2 	1:Experimental evidence at protein level	1.0000	0.9990	17	25	8	0	62	0	0	249743252	     0	     0			tr|A0A5F9ZHN9|A0A5F9ZHN9_HUMAN
963	e	sp|P30837|AL1B1_HUMAN	P30837	AL1B1_HUMAN	ALDH1B1	517	33.80	Homo sapiens OX=9606	Aldehyde dehydrogenase X, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	19	24	21	0	73	68	0	119812030	87384550	     0			
963	f	sp|P49189|AL9A1_HUMAN	P49189	AL9A1_HUMAN	ALDH9A1	494	27.10	Homo sapiens OX=9606	4-trimethylaminobutyraldehyde dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	14	18	17	0	47	46	0	117352132	76844394	     0	N-term(42.0106)		
963	c	sp|P05091|ALDH2_HUMAN	P05091	ALDH2_HUMAN	ALDH2	517	44.90	Homo sapiens OX=9606	Aldehyde dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	23	25	23	0	77	75	0	167229800	147151076	     0			
964	a	sp|P00367|DHE3_HUMAN	P00367	DHE3_HUMAN	GLUD1	558	38.40	Homo sapiens OX=9606	Glutamate dehydrogenase 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	21	33	19	0	126	76	0	115950534	87017266	     0	15M(15.9949)		
965	a	sp|P00387|NB5R3_HUMAN	P00387	NB5R3_HUMAN	CYB5R3	301	66.80	Homo sapiens OX=9606	NADH-cytochrome b5 reductase 3 	1:Experimental evidence at protein level	1.0000	0.9990	15	26	26	0	73	73	0	246727912	246727912	     0	14C(57.0215), 24C(57.0215), 4M(15.9949)		
966	a	sp|P00390|GSHR_HUMAN	P00390	GSHR_HUMAN	GSR	522	51.70	Homo sapiens OX=9606	Glutathione reductase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	21	33	30	0	96	88	0	349778808	349778808	     0			
967	a	sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	51.30	Homo sapiens	Superoxide dismutase [Cu-Zn] 	1:Experimental evidence at protein level	1.0000	0.9990	5	10	10	0	18	18	0	80669842	80669842	     0			
968	a	sp|P00491|PNPH_HUMAN	P00491	PNPH_HUMAN	PNP	289	27.70	Homo sapiens OX=9606	Purine nucleoside phosphorylase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	3	0	8	8	0	12256488	12256488	     0			
969	a	sp|P00533|EGFR_HUMAN	P00533	EGFR_HUMAN	EGFR	1210	4.90	Homo sapiens OX=9606	Epidermal growth factor receptor 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	4	0	4	1	0	11182916	2468478	     0			
970	a	sp|P00558|PGK1_HUMAN	P00558	PGK1_HUMAN	PGK1	417	57.10	Homo sapiens OX=9606	Phosphoglycerate kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	28	45	45	0	147	147	0	690349360	690349360	     0	14M(15.9949), 3M(15.9949), 5M(15.9949)		
971	a	sp|P00568|KAD1_HUMAN	P00568	KAD1_HUMAN	AK1	194	55.20	Homo sapiens OX=9606	Adenylate kinase isoenzyme 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	15	14	0	40	35	0	113297236	113297236	     0			tr|Q5T9B7|Q5T9B7_HUMAN
972	a	sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	20.40	Homo sapiens OX=9606	Haptoglobin 	1:Experimental evidence at protein level	1.0000	0.9990	9	10	0	0	20	0	0	52564008	     0	     0			
973	a	sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	32.90	Sus scrofa	Trypsin 	1:Experimental evidence at protein level	1.0000	0.9990	29	41	40	0	211	206	0	8642249728	8642249728	     0	17M(15.9949), 18M(15.9949), 5M(15.9949)		
973	b	sp|P07477|TRY1_HUMAN	P07477	TRY1_HUMAN	PRSS1	247	8.10	Homo sapiens OX=9606	Trypsin-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	2	0	10	5	0	445349961	439761152	     0			sp|P07478|TRY2_HUMAN, sp|Q8NHM4|TRY6_HUMAN, tr|A0A0J9YYC8|A0A0J9YYC8_HUMAN, tr|A6XMV8|A6XMV8_HUMAN, tr|A6XMV9|A6XMV9_HUMAN, tr|E7EQ64|E7EQ64_HUMAN, tr|H0Y8D1|H0Y8D1_HUMAN
974	a	sp|P00813|ADA_HUMAN	P00813	ADA_HUMAN	ADA	363	19.60	Homo sapiens OX=9606	Adenosine deaminase 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	4	0	6	4	0	9540138	8254845	     0			
975	a	sp|P00918|CAH2_HUMAN	P00918	CAH2_HUMAN	CA2	260	26.20	Homo sapiens	Carbonic anhydrase 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	7	7	0	16	16	0	37292437	37292437	     0			
976	a	sp|P00966|ASSY_HUMAN	P00966	ASSY_HUMAN	ASS1	412	34.70	Homo sapiens OX=9606	Argininosuccinate synthase 	1:Experimental evidence at protein level	1.0000	0.9990	16	22	22	0	61	61	0	97035748	97035748	     0			
977	a	sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	4.30	Homo sapiens	Antithrombin-III 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	1	1	0	736004	736004	     0			
978	a	sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	28.00	Homo sapiens OX=9606	Alpha-1-antitrypsin 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	7	0	24	10	0	69731663	20433858	     0			
979	a	sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	2.90	Homo sapiens OX=9606	Alpha-2-macroglobulin 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	0	1	1	0	11350345	11350345	     0			
980	a	sp|P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	14.70	Homo sapiens OX=9606	Metalloproteinase inhibitor 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	3	3	0	2622904	2622904	     0			tr|Q5H9A7|Q5H9A7_HUMAN
981	a	sp|P02511|CRYAB_HUMAN	P02511	CRYAB_HUMAN	CRYAB	175	46.90	Homo sapiens OX=9606	Alpha-crystallin B chain 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	1	0	23	1	0	66161206	3461272	     0			
982	b	tr|Q5TCI8|Q5TCI8_HUMAN	Q5TCI8	Q5TCI8_HUMAN	LMNA	491	74.10	Homo sapiens OX=9606	Prelamin-A/C 	1:Experimental evidence at protein level	1.0000	0.9990	51	77	0	0	248	0	0	612319328	     0	     0			
982	a	sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	77.30	Homo sapiens OX=9606	Prelamin-A/C 	1:Experimental evidence at protein level	1.0000	0.9990	66	94	19	0	296	60	0	612319328	432305704	     0	N-term(42.0106)		
983	a	sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	53.90	Homo sapiens OX=9606	Apolipoprotein E 	1:Experimental evidence at protein level	1.0000	0.9990	17	22	8	0	76	35	0	106770936	74970575	     0			
984	a	sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	18.20	Homo sapiens OX=9606	Fibrinogen alpha chain 	1:Experimental evidence at protein level	1.0000	0.9990	12	13	13	0	22	22	0	25283460	25283460	     0			
985	a	sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	22.20	Homo sapiens OX=9606	Fibrinogen beta chain 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	0	14	14	0	9131190	9131190	     0			
986	a	sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	25.80	Homo sapiens OX=9606	Fibrinogen gamma chain 	1:Experimental evidence at protein level	1.0000	0.9990	8	11	11	0	24	24	0	33471276	33471276	     0			tr|C9JC84|C9JC84_HUMAN, tr|C9JEU5|C9JEU5_HUMAN
987	a	sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	22.20	Homo sapiens OX=9606	Fibronectin 	1:Experimental evidence at protein level	1.0000	0.9990	36	45	42	0	111	103	0	56401677	56401677	     0			
988	b	sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	20.70	Homo sapiens	Serum albumin 	1:Experimental evidence at protein level	1.0000	0.9990	14	17	5	0	49	0	0	709207264	     0	     0			tr|A0A0C4DGB6|A0A0C4DGB6_HUMAN
988	a	sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	25.00	Bos taurus	Serum albumin 	1:Experimental evidence at protein level	1.0000	0.9990	19	26	20	0	85	59	0	724054144	511028224	     0			
989	a	sp|P02786|TFR1_HUMAN	P02786	TFR1_HUMAN	TFRC	760	25.80	Homo sapiens OX=9606	Transferrin receptor protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	16	18	14	0	42	29	0	44311525	44311525	     0			
990	a	sp|P02794|FRIH_HUMAN	P02794	FRIH_HUMAN	FTH1	183	24.00	Homo sapiens OX=9606	Ferritin heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	4	7	0	0	20	0	0	38776535	     0	     0			
991	a	sp|P04075|ALDOA_HUMAN	P04075	ALDOA_HUMAN	ALDOA	364	61.50	Homo sapiens OX=9606	Fructose-bisphosphate aldolase A 	1:Experimental evidence at protein level	1.0000	0.9990	29	40	10	0	141	15	0	787865040	99174454	     0			tr|J3KPS3|J3KPS3_HUMAN
991	b	sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	41.50	Homo sapiens OX=9606	Fructose-bisphosphate aldolase C 	1:Experimental evidence at protein level	1.0000	0.9990	15	18	3	0	51	9	0	124593864	30798274	     0			
991	c	sp|P05062|ALDOB_HUMAN	P05062	ALDOB_HUMAN	ALDOB	364	6.30	Homo sapiens OX=9606	Fructose-bisphosphate aldolase B 	1:Experimental evidence at protein level	0.9971	0.9975	2	2	1	0	4	1	0	32216460	724264	     0			tr|A0A087WXX2|A0A087WXX2_HUMAN, tr|A0A3B3IS80|A0A3B3IS80_HUMAN
992	a	sp|P04080|CYTB_HUMAN	P04080	CYTB_HUMAN	CSTB	98	64.30	Homo sapiens OX=9606	Cystatin-B 	1:Experimental evidence at protein level	1.0000	0.9990	6	9	9	0	25	25	0	75556096	75556096	     0			
993	a	sp|P04083|ANXA1_HUMAN	P04083	ANXA1_HUMAN	ANXA1	346	65.60	Homo sapiens OX=9606	Annexin A1 	1:Experimental evidence at protein level	1.0000	0.9990	28	39	21	0	116	66	0	415394400	357592312	     0			
994	a	sp|P04179|SODM_HUMAN	P04179	SODM_HUMAN	SOD2	222	69.40	Homo sapiens OX=9606	Superoxide dismutase [Mn], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	23	42	3	0	191	19	0	1744115488	677942080	     0			
995	a	sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	71.60	Homo sapiens OX=9606	Glyceraldehyde-3-phosphate dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	33	63	62	0	174	168	0	1258064608	1258064608	     0	13M(15.9949), 15M(15.9949), 19M(15.9949), 5M(15.9949), 8M(15.9949)		
996	a	sp|P04424|ARLY_HUMAN	P04424	ARLY_HUMAN	ASL	464	28.00	Homo sapiens OX=9606	Argininosuccinate lyase 	1:Experimental evidence at protein level	1.0000	0.9990	13	14	3	0	28	8	0	32708117	19231105	     0			
997	a	sp|P04632|CPNS1_HUMAN	P04632	CPNS1_HUMAN	CAPNS1	268	19.00	Homo sapiens OX=9606	Calpain small subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	7	0	0	27	0	0	80924548	     0	     0			tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN
998	a	sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	83.40	Homo sapiens OX=9606	Heat shock protein beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	23	35	35	0	117	117	0	599892032	599892032	     0	29M(15.9949)		
999	a	sp|P04843|RPN1_HUMAN	P04843	RPN1_HUMAN	RPN1	607	54.20	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	26	35	35	0	92	92	0	73422452	73422452	     0			
1000	a	sp|P04844|RPN2_HUMAN	P04844	RPN2_HUMAN	RPN2	631	26.50	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	12	17	14	0	42	39	0	52391715	52391715	     0			
1001	f	sp|P08754|GNAI3_HUMAN	P08754	GNAI3_HUMAN	GNAI3	354	13.00	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(i) subunit alpha 	1:Experimental evidence at protein level	0.9997	0.9990	4	5	1	0	12	4	0	38218923	3705472	     0			
1001	a	sp|P04899|GNAI2_HUMAN	P04899	GNAI2_HUMAN	GNAI2	355	24.80	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(i) subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	4	0	20	12	0	39552190	19269038	     0			
1001	b	sp|P63096|GNAI1_HUMAN	P63096	GNAI1_HUMAN	GNAI1	354	20.10	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(i) subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	2	0	18	6	0	38218923	13101476	     0			
1001	c	sp|P63092|GNAS2_HUMAN	P63092	GNAS2_HUMAN	GNAS	394	20.10	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	1	0	17	0	0	29865796	     0	     0			sp|Q5JWF2|GNAS1_HUMAN
1001	d	sp|P09471|GNAO_HUMAN	P09471	GNAO_HUMAN	GNAO1	354	13.00	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(o) subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	1	0	11	1	0	38218923	2682200	     0			
1001	e	sp|Q14344|GNA13_HUMAN	Q14344	GNA13_HUMAN	GNA13	377	11.90	Homo sapiens OX=9606	Guanine nucleotide-binding protein subunit alpha-13 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	0	7	3	0	16451923	4049426	     0			
1002	b	sp|P54707|AT12A_HUMAN	P54707	AT12A_HUMAN	ATP12A	1039	2.80	Homo sapiens OX=9606	Potassium-transporting ATPase alpha chain 2 	1:Experimental evidence at protein level	0.9987	0.9990	5	7	1	0	14	0	0	101572269	     0	     0			
1002	a	sp|P05023|AT1A1_HUMAN	P05023	AT1A1_HUMAN	ATP1A1	1023	35.80	Homo sapiens OX=9606	Sodium/potassium-transporting ATPase subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	36	50	28	0	148	86	0	186767228	177940904	     0			
1003	a	sp|P05026|AT1B1_HUMAN	P05026	AT1B1_HUMAN	ATP1B1	303	18.80	Homo sapiens OX=9606	Sodium/potassium-transporting ATPase subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	0	27	27	0	103429448	103429448	     0			
1004	a	sp|P05114|HMGN1_HUMAN	P05114	HMGN1_HUMAN	HMGN1	100	47.00	Homo sapiens OX=9606	Non-histone chromosomal protein HMG-14 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	0	0	3	0	0	1190726	     0	     0			
1005	a	sp|P05120|PAI2_HUMAN	P05120	PAI2_HUMAN	SERPINB2	415	21.20	Homo sapiens OX=9606	Plasminogen activator inhibitor 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	6	0	4	3	0	6449866	3772110	     0			
1006	a	sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	51.00	Homo sapiens OX=9606	ADP/ATP translocase 2 	1:Experimental evidence at protein level	1.0000	0.9990	25	35	9	0	91	18	0	1563277664	811383728	     0	N-term(42.0106)		
1006	b	sp|P12236|ADT3_HUMAN	P12236	ADT3_HUMAN	SLC25A6	298	42.60	Homo sapiens OX=9606	ADP/ATP translocase 3 	1:Experimental evidence at protein level	1.0000	0.9990	23	32	5	0	86	11	0	1394445184	156830844	     0	N-term(42.0106)		
1006	c	sp|P12235|ADT1_HUMAN	P12235	ADT1_HUMAN	SLC25A4	298	41.60	Homo sapiens OX=9606	ADP/ATP translocase 1 	1:Experimental evidence at protein level	1.0000	0.9990	20	28	4	0	75	10	0	1329775520	171596896	     0	N-term(42.0106)		
1006	d	sp|Q9H0C2|ADT4_HUMAN	Q9H0C2	ADT4_HUMAN	SLC25A31	315	12.40	Homo sapiens OX=9606	ADP/ATP translocase 4 	2:Experimental evidence at transcript level	0.9932	0.9990	7	8	1	0	25	5	0	1194839856	1153526	     0			
1007	a	sp|P05165|PCCA_HUMAN	P05165	PCCA_HUMAN	PCCA	728	35.40	Homo sapiens OX=9606	Propionyl-CoA carboxylase alpha chain, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	22	28	3	0	63	6	0	39159553	14424482	     0			
1008	a	sp|P05166|PCCB_HUMAN	P05166	PCCB_HUMAN	PCCB	539	33.80	Homo sapiens OX=9606	Propionyl-CoA carboxylase beta chain, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	13	14	9	0	9	0	0	26301206	     0	     0			tr|C9JQS9|C9JQS9_HUMAN, tr|E9PDR0|E9PDR0_HUMAN
1009	a	sp|P05198|IF2A_HUMAN	P05198	IF2A_HUMAN	EIF2S1	315	48.90	Homo sapiens OX=9606	Eukaryotic translation initiation factor 2 subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	14	4	0	26	10	0	34616823	19863191	     0			
1010	a	sp|P05362|ICAM1_HUMAN	P05362	ICAM1_HUMAN	ICAM1	532	20.10	Homo sapiens OX=9606	Intercellular adhesion molecule 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	11	0	26	26	0	36605525	36605525	     0			
1011	a	sp|P05387|RLA2_HUMAN	P05387	RLA2_HUMAN	RPLP2	115	77.40	Homo sapiens OX=9606	60S acidic ribosomal protein P2 	1:Experimental evidence at protein level	1.0000	0.9990	7	11	11	0	19	19	0	30566347	30566347	     0			
1012	b	sp|Q8NHW5|RLA0L_HUMAN	Q8NHW5	RLA0L_HUMAN	RPLP0P6	317	28.40	Homo sapiens OX=9606	60S acidic ribosomal protein P0-like 	5:Protein uncertain	0.9999	0.9990	9	10	1	0	21	1	0	211070580	1315735	     0			
1012	a	sp|P05388|RLA0_HUMAN	P05388	RLA0_HUMAN	RPLP0	317	38.80	Homo sapiens OX=9606	60S acidic ribosomal protein P0 	1:Experimental evidence at protein level	1.0000	0.9990	10	14	0	0	35	0	0	211070580	     0	     0			
1013	a	sp|P05455|LA_HUMAN	P05455	LA_HUMAN	SSB	408	31.10	Homo sapiens OX=9606	Lupus La protein 	1:Experimental evidence at protein level	1.0000	0.9990	20	23	12	0	61	30	0	85784506	67475636	     0			
1014	a	sp|P05556|ITB1_HUMAN	P05556	ITB1_HUMAN	ITGB1	798	16.80	Homo sapiens OX=9606	Integrin beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	12	14	12	0	40	34	0	176071272	155828998	     0			
1015	f	sp|O76015|KRT38_HUMAN	O76015	KRT38_HUMAN	KRT38	456	3.90	Homo sapiens	Keratin, type I cuticular Ha8 	1:Experimental evidence at protein level	0.9911	0.9990	2	2	1	0	5	0	0	571701504	     0	     0			
1015	a	sp|P05783|K1C18_HUMAN	P05783	K1C18_HUMAN	KRT18	430	82.80	Homo sapiens OX=9606	Keratin, type I cytoskeletal 18 	1:Experimental evidence at protein level	1.0000	0.9990	58	88	83	0	311	275	0	2076138944	1345618176	     0	12M(15.9949), 19M(15.9949), 20M(15.9949), 29M(15.9949), 3M(15.9949), 9M(15.9949)		
1015	b	sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	400	85.50	Homo sapiens OX=9606	Keratin, type I cytoskeletal 19 	1:Experimental evidence at protein level	1.0000	0.9990	48	73	42	0	248	143	0	1759157936	443923080	     0	6M(15.9949)		
1015	c	sp|P02533|K1C14_HUMAN	P02533	K1C14_HUMAN	KRT14	472	21.20	Homo sapiens OX=9606	Keratin, type I cytoskeletal 14 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	1	0	37	1	0	934238392	10154301	     0			
1015	d	sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	19.20	Homo sapiens	Keratin, type I cytoskeletal 10 	1:Experimental evidence at protein level	1.0000	0.9990	12	14	7	0	20	7	0	621109182	3960858	     0			
1015	e	sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	28.40	Homo sapiens	Keratin, type I cytoskeletal 9 	1:Experimental evidence at protein level	1.0000	0.9990	13	14	13	0	8	5	0	50331175	5547139	     0			
1016	e	sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	17.80	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal 	1:Experimental evidence at protein level	1.0000	0.9990	11	13	3	0	29	0	0	593800263	     0	     0			
1016	a	sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	87.00	Homo sapiens OX=9606	Keratin, type II cytoskeletal 8 	1:Experimental evidence at protein level	1.0000	0.9990	75	140	57	0	461	166	0	2642688448	2278760832	     0	4M(15.9949), 5M(15.9949), 6M(15.9949), 8M(15.9949)		
1016	b	sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	30.90	Homo sapiens	Keratin, type II cytoskeletal 1 	1:Experimental evidence at protein level	1.0000	0.9990	25	28	16	0	53	13	0	1081719056	26475844	     0			
1016	c	sp|P02538|K2C6A_HUMAN	P02538	K2C6A_HUMAN	KRT6A	564	23.00	Homo sapiens OX=9606	Keratin, type II cytoskeletal 6A 	1:Experimental evidence at protein level	1.0000	0.9990	16	20	2	0	38	0	0	943445392	     0	     0			
1016	f	sp|Q6KB66|K2C80_HUMAN	Q6KB66	K2C80_HUMAN	KRT80	452	4.60	Homo sapiens OX=9606	Keratin, type II cytoskeletal 80 	1:Experimental evidence at protein level	0.9999	0.9990	3	4	2	0	17	17	0	316790211	316790211	     0	6M(15.9949)		
1016	d	tr|Q8IWY7|Q8IWY7_HUMAN	Q8IWY7	Q8IWY7_HUMAN	TTBK2	1649	5.20	Homo sapiens OX=9606	Tau-tubulin kinase 	1:Experimental evidence at protein level	1.0000	0.9990	10	15	1	0	35	0	0	996476896	     0	     0			
1017	a	sp|P06132|DCUP_HUMAN	P06132	DCUP_HUMAN	UROD	367	21.40	Homo sapiens OX=9606	Uroporphyrinogen decarboxylase 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	3	0	10	0	0	20499748	     0	     0			tr|A0A494C085|A0A494C085_HUMAN
1018	a	sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	33.20	Homo sapiens	Gelsolin 	1:Experimental evidence at protein level	1.0000	0.9990	18	22	20	0	51	41	0	37359968	37359968	     0			tr|A0A0A0MS51|A0A0A0MS51_HUMAN, tr|A0A0A0MT01|A0A0A0MT01_HUMAN
1019	a	sp|P06454|PTMA_HUMAN	P06454	PTMA_HUMAN	PTMA	111	26.20	Homo sapiens OX=9606	Prothymosin alpha 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	6832141	6832141	     0	N-term(42.0106)		tr|B8ZZQ6|B8ZZQ6_HUMAN
1020	a	sp|P06576|ATPB_HUMAN	P06576	ATPB_HUMAN	ATP5F1B	529	83.90	Homo sapiens OX=9606	ATP synthase subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	56	101	34	0	392	121	0	2941470208	2081676544	     0	16M(15.9949), 2M(15.9949)		
